Q36b,Q37b,Q38b,QRID,Q39b,Q5,Q6,country,Q15a,Q15b
Other / Both / Neither / Depends (DO NOT READ),Other / Both / Neither / Depends (DO NOT READ),,8728759,Yes,Strongly oppose,Illegal in most cases,Italy,Once a week,
Yes,Yes,Yes,8728799,Yes,Favor,Legal in all cases,Italy,Never,
Yes,Yes,Yes,8728809,Yes,Favor,Legal in most cases,Italy,Never,
Yes,Yes,,8728811,Yes,Favor,Legal in all cases,Italy,Once or twice a month,
Yes,Yes,,8728817,Yes,Favor,Legal in all cases,Italy,Seldom,
Yes,Yes,,8728825,Yes,Strongly favor,Legal in most cases,Italy,A few times a year,
Yes,Yes,,8728837,Yes,Favor,Legal in most cases,Italy,Seldom,
Yes,Yes,Yes,15001342,,Favor,Legal in all cases,Switzerland,A few times a year,
Yes,Yes,Yes,15001668,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,,15089998,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,,15090037,Yes,Favor,Legal in most cases,Switzerland,Once or twice a month,
Other / Both / Neither / Depends (DO NOT READ),Other / Both / Neither / Depends (DO NOT READ),Yes,15090040,,Oppose,Illegal in most cases,Switzerland,Once or twice a month,
Yes,Yes,Yes,15090084,Yes,Strongly oppose,Illegal in all cases,Switzerland,Never,
Yes,Yes,Yes,15090085,,Strongly oppose,Illegal in most cases,Switzerland,Never,
Yes,Yes,Yes,15090111,,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,No,15090121,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15090144,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,,15090146,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,,15090209,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,,15090210,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,No,,15090214,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15090234,Yes,Favor,Legal in most cases,Switzerland,Once a week,
Yes,Yes,,15090253,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,,15090269,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,Yes,15090275,,Favor,Legal in most cases,Switzerland,Never,
Yes,No,,15090309,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,,15090318,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,,15090321,Other / Both / Neither / Depends (DO NOT READ),Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,,15090335,Yes,Strongly favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,,15090361,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,,15090365,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,Yes,15090403,Yes,Strongly favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15090408,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,Yes,15090434,,Strongly oppose,Illegal in all cases,Switzerland,Once a week,
Yes,Yes,Yes,15090436,,Strongly favor,Legal in all cases,Switzerland,Never,
Yes,Yes,,15090444,Yes,Favor,Legal in all cases,Switzerland,A few times a year,
Yes,Yes,Yes,15090479,,Oppose,Legal in most cases,Switzerland,Once a week,
Yes,Yes,,15090490,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,Yes,15090495,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Other / Both / Neither / Depends (DO NOT READ),,15090497,Yes,Strongly oppose,Illegal in all cases,Switzerland,Once or twice a month,
Yes,Yes,,15090533,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,,15090547,Yes,Strongly favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,,15090563,Yes,Oppose,Illegal in all cases,Switzerland,Once or twice a month,
Yes,Yes,,15090565,Yes,Favor,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,Yes,15090575,Yes,Strongly favor,Legal in all cases,Switzerland,Never,
Yes,Yes,Yes,15090600,,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15090611,Yes,Favor,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,Yes,15090625,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,Yes,15090626,Yes,Strongly favor,Illegal in most cases,Switzerland,Never,
Yes,Yes,,15090638,Yes,Strongly favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,,15090651,Yes,Favor,Illegal in most cases,Switzerland,Never,
Yes,Yes,,15090657,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15090664,Yes,Favor,Legal in most cases,Switzerland,Once a week,
Yes,No,,15090667,Yes,Strongly favor,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,,15090683,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15090690,Yes,Favor,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,,15090708,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,Yes,15090710,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,,15090718,Yes,Oppose,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,Yes,15090733,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15090734,Yes,Oppose,Illegal in most cases,Switzerland,Seldom,
Yes,Yes,,15090735,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,Yes,15090736,Yes,Strongly favor,Legal in most cases,Switzerland,Never,
,Yes,Yes,15090739,Yes,Oppose,Illegal in all cases,Switzerland,Once or twice a month,
Yes,Yes,Yes,15090742,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15090745,Yes,Strongly favor,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,,15090748,Yes,Strongly oppose,Illegal in all cases,Switzerland,Never,
No,No,Yes,15090756,Yes,Favor,Legal in most cases,Switzerland,Never,
Other / Both / Neither / Depends (DO NOT READ),Other / Both / Neither / Depends (DO NOT READ),,15090774,Yes,Oppose,Illegal in most cases,Switzerland,Once a week,
Yes,Yes,,15090775,Yes,Favor,Illegal in all cases,Switzerland,Never,
Yes,Yes,,15090776,Yes,Favor,Legal in most cases,Switzerland,Once a week,
Yes,Yes,,15090783,Yes,Favor,Legal in all cases,Switzerland,Seldom,
Yes,Yes,,15090806,Yes,Strongly favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,Yes,15090809,Yes,Strongly favor,Legal in all cases,Switzerland,Never,
Yes,Yes,,15090819,Yes,Oppose,Legal in all cases,Switzerland,Seldom,
Yes,Yes,Yes,15090823,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15090827,Yes,Favor,Legal in most cases,Switzerland,Once a week,
Other / Both / Neither / Depends (DO NOT READ),Other / Both / Neither / Depends (DO NOT READ),Yes,15090828,,Oppose,Illegal in most cases,Switzerland,Once or twice a month,
Yes,Yes,,15090838,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,,15090845,Yes,Favor,Legal in all cases,Switzerland,A few times a year,
Yes,Yes,,15090848,Yes,Strongly favor,Legal in all cases,Switzerland,A few times a year,
Yes,Yes,,15090857,Yes,Strongly oppose,Illegal in all cases,Switzerland,Never,
Yes,Yes,,15090861,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,Yes,15090869,Yes,Strongly favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15090870,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,Yes,15090872,,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,,15090922,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Other / Both / Neither / Depends (DO NOT READ),Other / Both / Neither / Depends (DO NOT READ),,15090932,Yes,Oppose,Illegal in most cases,Switzerland,Once or twice a month,
Yes,Yes,Yes,15090968,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15090970,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15090974,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15090977,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15090995,Yes,Favor,Legal in most cases,Switzerland,Once a week,
No,No,,15091004,Yes,Oppose,Illegal in most cases,Switzerland,Once a week,
Yes,,Yes,15091020,Yes,Favor,Legal in all cases,Switzerland,,Never
Yes,Yes,Yes,15091021,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,,Yes,15091028,Yes,Favor,Legal in most cases,Switzerland,,Never
Yes,Don't know (DO NOT READ),,15091039,Yes,Strongly favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15091040,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15091042,Yes,Favor,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,,15091081,Yes,Favor,Legal in all cases,Switzerland,Once or twice a month,
Yes,Yes,Yes,15091106,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15091107,Yes,Strongly favor,Legal in all cases,Switzerland,Never,
Yes,Yes,,15091113,Yes,Oppose,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,Yes,15091155,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15091165,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,Yes,15091180,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15091226,Yes,Favor,Legal in most cases,Switzerland,Once a week,
Yes,Yes,Yes,15091241,,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,,15091251,Yes,Favor,Legal in most cases,Switzerland,Once a week,
Yes,No,Yes,15091252,Yes,Strongly favor,Illegal in all cases,Switzerland,Never,
Yes,Yes,,15091253,Yes,Strongly favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,,15091259,Yes,Favor,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,Yes,15091267,Yes,Strongly favor,Legal in all cases,Switzerland,Never,
Yes,Yes,Yes,15091278,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15091346,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,No,Yes,15091348,,Favor,Don't know (DO NOT READ),Switzerland,Never,
Yes,Yes,,15091353,Yes,Favor,Legal in all cases,Switzerland,A few times a year,
Yes,Yes,,15091354,Yes,Favor,Illegal in most cases,Switzerland,Once a week,
Yes,Yes,Yes,15091365,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15091372,Yes,Strongly favor,Legal in most cases,Switzerland,Seldom,
Other / Both / Neither / Depends (DO NOT READ),Other / Both / Neither / Depends (DO NOT READ),,15091381,No,Strongly favor,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,,15091385,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,,15091391,Yes,Favor,Legal in most cases,Switzerland,Once a week,
Yes,Yes,,15091416,Yes,Strongly oppose,Legal in most cases,Switzerland,Once or twice a month,
Yes,No,Yes,15091418,Yes,Oppose,Legal in all cases,Switzerland,Never,
Yes,,Yes,15091422,Yes,Favor,Legal in most cases,Switzerland,,Once a week for Friday Prayer
Yes,Yes,Yes,15091424,Yes,Strongly favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15091428,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
No,No,Yes,15091468,,Favor,Legal in all cases,Switzerland,Seldom,
Yes,Yes,,15091472,Yes,Strongly favor,Legal in most cases,Switzerland,A few times a year,
Yes,No,Yes,15091482,Yes,Favor,Illegal in all cases,Switzerland,Never,
No,No,,15091520,No,Favor,Legal in most cases,Switzerland,A few times a year,
No,Other / Both / Neither / Depends (DO NOT READ),,15091538,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,,15091542,Yes,Strongly favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15091559,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,,15091563,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15091575,,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,Yes,15091582,,Strongly favor,Legal in most cases,Switzerland,A few times a year,
,Yes,Yes,15091598,Yes,Favor,Illegal in most cases,Switzerland,More than once a week,
Yes,Yes,,15091626,Yes,Favor,Legal in most cases,Switzerland,Once or twice a month,
No,No,Yes,15091636,Yes,Favor,Illegal in most cases,Switzerland,Never,
Yes,Yes,Yes,15091640,,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,,Yes,15091641,Yes,Oppose,Illegal in all cases,Switzerland,,Never
Yes,Yes,,15091648,Yes,Oppose,Illegal in most cases,Switzerland,Once a week,
Yes,Don't know (DO NOT READ),,15091662,Yes,Favor,Legal in all cases,Switzerland,Seldom,
Yes,Yes,,15091667,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,,15091690,Yes,Favor,Legal in most cases,Switzerland,Never,
No,No,Yes,15091694,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15091700,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Other / Both / Neither / Depends (DO NOT READ),,15091702,Yes,Strongly favor,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,,15091722,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15091727,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,,15091750,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,,15091774,Yes,Oppose,Illegal in all cases,Switzerland,Once a week,
Yes,Don't know (DO NOT READ),,15091776,Yes,Strongly favor,Legal in all cases,Switzerland,A few times a year,
Yes,Yes,,15091805,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Other / Both / Neither / Depends (DO NOT READ),,15091838,Yes,Favor,Legal in most cases,Switzerland,Once a week,
Don't know (DO NOT READ),Don't know (DO NOT READ),,15091843,Don't know (DO NOT READ),Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,,15091844,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,,15091855,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,Yes,15091870,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,No,,15091871,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,Yes,15091891,,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,,15091901,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,,15091904,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,Yes,15091913,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15091920,Yes,Oppose,Illegal in most cases,Switzerland,Never,
Yes,Yes,,15091923,Yes,Favor,Legal in most cases,Switzerland,Once a week,
Yes,Yes,Yes,15091951,Yes,Strongly favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,Yes,15091957,,Favor,Legal in most cases,Switzerland,Once or twice a month,
Other / Both / Neither / Depends (DO NOT READ),Other / Both / Neither / Depends (DO NOT READ),,15091967,Yes,Favor,Legal in most cases,Switzerland,More than once a week,
Yes,Yes,,15091975,Yes,Favor,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,,15091998,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,,15092008,Yes,Favor,Legal in all cases,Switzerland,Seldom,
Yes,Yes,Yes,15092016,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,No,,15092032,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
No,No,Yes,15092045,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15092059,Yes,Favor,Illegal in most cases,Switzerland,Never,
Yes,Yes,,15092066,Yes,Favor,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,,15092175,Yes,Favor,Legal in most cases,Switzerland,Once a week,
Yes,Yes,Yes,15092183,,Favor,Legal in all cases,Switzerland,A few times a year,
Yes,Yes,,15092188,Yes,Oppose,Illegal in all cases,Switzerland,More than once a week,
Yes,Yes,,15092207,Yes,Strongly oppose,Legal in most cases,Switzerland,Seldom,
Other / Both / Neither / Depends (DO NOT READ),Other / Both / Neither / Depends (DO NOT READ),Yes,15092226,,Oppose,Illegal in most cases,Switzerland,Once or twice a month,
Yes,Yes,,15092258,Yes,Favor,Legal in all cases,Switzerland,Seldom,
Yes,Yes,Yes,15092310,Yes,Strongly favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,Yes,15092321,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15092344,Yes,Strongly favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15092366,Yes,Favor,Illegal in most cases,Switzerland,Seldom,
Yes,Yes,,15092387,Yes,Strongly oppose,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,Yes,15092432,,Strongly oppose,Illegal in most cases,Switzerland,Once a week,
Yes,Yes,,15092468,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
No,Yes,,15092481,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,,15092488,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,,15092516,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,Yes,15092534,Yes,Strongly favor,Legal in all cases,Switzerland,Never,
Yes,No,,15092553,Yes,Strongly favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,Yes,15092561,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15092612,Yes,Favor,Illegal in most cases,Switzerland,Seldom,
Yes,Yes,Yes,15092621,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15092628,,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,Yes,15092633,Yes,Strongly favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15092635,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15092638,Yes,Favor,Refused (DO NOT READ),Switzerland,Seldom,
Yes,Yes,,15092645,Yes,Favor,Legal in most cases,Switzerland,Once or twice a month,
Don't know (DO NOT READ),Don't know (DO NOT READ),Yes,15092648,,Oppose,Illegal in most cases,Switzerland,Once or twice a month,
Yes,Yes,,15092659,Yes,Favor,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,Yes,15092666,,Favor,Legal in all cases,Switzerland,A few times a year,
Yes,Yes,,15092680,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,Yes,15092684,,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,No,,15092685,Yes,Don't know (DO NOT READ),Refused (DO NOT READ),Switzerland,Never,
Yes,Yes,Yes,15092704,Yes,Favor,Legal in most cases,Switzerland,Never,
No,No,,15092705,Yes,Favor,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,Yes,15092709,Yes,Favor,Legal in all cases,Switzerland,Never,
Yes,Yes,Yes,15092712,Yes,Favor,Legal in most cases,Switzerland,Never,
Other / Both / Neither / Depends (DO NOT READ),Other / Both / Neither / Depends (DO NOT READ),,15092713,Yes,Oppose,Illegal in most cases,Switzerland,Once or twice a month,
Yes,Yes,,15092721,Yes,Strongly favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,,15092731,Yes,Favor,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,,15092736,Yes,Favor,Legal in most cases,Switzerland,Once a week,
Yes,,Yes,15092739,Yes,Strongly oppose,Illegal in all cases,Switzerland,,More than once a week
Yes,Yes,Yes,15092744,,Oppose,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15092751,,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,,15092756,Yes,Favor,Legal in all cases,Switzerland,A few times a year,
Yes,Yes,Yes,15092758,Yes,Strongly favor,Legal in all cases,Switzerland,Seldom,
Yes,Yes,Yes,15092761,,Oppose,Illegal in most cases,Switzerland,Once or twice a month,
Other / Both / Neither / Depends (DO NOT READ),Other / Both / Neither / Depends (DO NOT READ),Yes,15092762,,Oppose,Illegal in most cases,Switzerland,Once or twice a month,
Yes,Yes,,15092765,Yes,Favor,Legal in most cases,Switzerland,Never,
Other / Both / Neither / Depends (DO NOT READ),Other / Both / Neither / Depends (DO NOT READ),Yes,15092774,,Favor,Don't know (DO NOT READ),Switzerland,Once or twice a month,
Yes,,Yes,15092777,Yes,Strongly favor,Legal in all cases,Switzerland,,Once or twice a month
Yes,Yes,Yes,15092809,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15092839,Yes,Strongly favor,Legal in most cases,Switzerland,Once a week,
Yes,Don't know (DO NOT READ),,15092882,Yes,Favor,Legal in most cases,Switzerland,Once or twice a month,
Yes,No,Yes,15092896,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15092903,Yes,Oppose,Legal in all cases,Switzerland,A few times a year,
Yes,Yes,,15092928,Yes,Oppose,Legal in most cases,Switzerland,Seldom,
Yes,Yes,,15092930,Yes,Favor,Legal in most cases,Switzerland,More than once a week,
Yes,Yes,,15092942,Yes,Strongly favor,Legal in most cases,Switzerland,A few times a year,
Yes,Other / Both / Neither / Depends (DO NOT READ),Yes,15092955,,Oppose,Illegal in most cases,Switzerland,Once or twice a month,
No,No,,15092974,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,No,,15092977,Yes,Favor,Legal in most cases,Switzerland,Once a week,
Yes,Yes,,15092995,Yes,Oppose,Illegal in most cases,Switzerland,Once a week,
Yes,Yes,Yes,15093010,Yes,Favor,Legal in all cases,Switzerland,Seldom,
Yes,Yes,Yes,15093023,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15093029,Yes,Refused (DO NOT READ),Legal in all cases,Switzerland,Seldom,
No,No,Yes,15093038,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15093045,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15093066,Yes,Strongly favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,Yes,15093093,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15093128,,Oppose,Legal in all cases,Switzerland,A few times a year,
Yes,Yes,,15093159,Yes,Favor,Illegal in most cases,Switzerland,Never,
No,Yes,,15093171,Yes,Strongly favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,,15093173,Yes,Strongly favor,Legal in most cases,Switzerland,Seldom,
No,No,,15093176,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,,15093192,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,Yes,15093193,,Favor,Legal in most cases,Switzerland,Never,
Yes,No,,15093208,Yes,Oppose,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,Yes,15093216,,Strongly oppose,Illegal in all cases,Switzerland,Never,
Yes,Yes,,15093223,Yes,Favor,Legal in all cases,Switzerland,A few times a year,
Yes,Yes,Yes,15093242,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15093252,Yes,Oppose,Illegal in most cases,Switzerland,More than once a week,
Yes,Yes,,15093264,Yes,Don't know (DO NOT READ),Legal in all cases,Switzerland,Seldom,
Yes,Yes,,15093273,Yes,Favor,Legal in most cases,Switzerland,Once a week,
Yes,Yes,,15093281,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15093284,Yes,Oppose,Illegal in most cases,Switzerland,Never,
No,No,,15093286,Yes,Oppose,Illegal in most cases,Switzerland,More than once a week,
Yes,Yes,Yes,15093336,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,,Yes,15093339,Yes,Oppose,Illegal in most cases,Switzerland,,Never
Yes,Yes,Yes,15093348,,Favor,Legal in most cases,Switzerland,Seldom,
No,No,No,15093360,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15093374,Yes,Favor,Illegal in most cases,Switzerland,A few times a year,
Yes,Yes,,15093376,Yes,Strongly favor,Illegal in most cases,Switzerland,Seldom,
Yes,Yes,Yes,15093380,Yes,Oppose,Legal in most cases,Switzerland,Seldom,
Yes,Yes,,15093382,Yes,Oppose,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,,15093383,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
No,No,,15093391,Yes,Strongly oppose,Illegal in all cases,Switzerland,Never,
Yes,Yes,,15093395,Yes,Favor,Legal in most cases,Switzerland,Once or twice a month,
Yes,No,,15093401,Yes,Oppose,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,Yes,15093437,,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,,15093442,Yes,Strongly favor,Legal in all cases,Switzerland,Never,
Yes,Yes,Yes,15093462,,Strongly favor,Legal in all cases,Switzerland,Never,
Yes,Yes,Yes,15093476,,Strongly favor,Illegal in most cases,Switzerland,A few times a year,
Yes,Yes,,15093492,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,Yes,15093517,Yes,Favor,Legal in all cases,Switzerland,Never,
Yes,No,,15093547,Yes,Strongly favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,,15093549,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,Yes,15093578,,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,Yes,15093585,,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,Yes,15093594,Yes,Favor,Legal in all cases,Switzerland,Never,
Yes,,Yes,15093705,Yes,Strongly oppose,Illegal in all cases,Switzerland,,More than once a week
Other / Both / Neither / Depends (DO NOT READ),Other / Both / Neither / Depends (DO NOT READ),,15093731,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
No,No,,15093750,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,Yes,Yes,15093753,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,Yes,15093776,Yes,Strongly oppose,Legal in all cases,Switzerland,Once or twice a month,
Yes,Other / Both / Neither / Depends (DO NOT READ),,15093781,Yes,Strongly favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,Yes,15093782,,Strongly favor,Legal in most cases,Switzerland,Seldom,
Yes,Other / Both / Neither / Depends (DO NOT READ),,15093806,Yes,Favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,,15093811,Yes,Favor,Legal in most cases,Switzerland,Never,
Don't know (DO NOT READ),Other / Both / Neither / Depends (DO NOT READ),,15093840,Yes,Strongly favor,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,,15093852,Yes,Oppose,Illegal in all cases,Switzerland,Never,
Yes,Yes,Yes,15093864,,Favor,Legal in most cases,Switzerland,Never,
Other / Both / Neither / Depends (DO NOT READ),Other / Both / Neither / Depends (DO NOT READ),,15093870,Yes,Strongly favor,Legal in all cases,Switzerland,Once a week,
Yes,Yes,Yes,15093879,Yes,Favor,Legal in all cases,Switzerland,Never,
Yes,No,Yes,15093888,,Strongly favor,Legal in most cases,Switzerland,Once or twice a month,
Yes,Yes,Yes,15093893,Yes,Favor,Legal in most cases,Switzerland,Never,
Yes,Yes,,15093913,Yes,Favor,Legal in most cases,Switzerland,Seldom,
No,Yes,,15093916,Yes,Strongly favor,Legal in most cases,Switzerland,Seldom,
Yes,Don't know (DO NOT READ),,15093934,Yes,Favor,Legal in most cases,Switzerland,Seldom,
Yes,No,,15093939,Yes,Oppose,Legal in most cases,Switzerland,A few times a year,
Yes,Yes,,15093981,Yes,Favor,Legal in most cases,Switzerland,Seldom,
