Q36b,Q37b,Q38b,QRID,Q39b,Q5,Q6,country,Q15a,Q15b
Yes,No,,5534861,Yes,Favor,Legal in most cases,France,Seldom,
Yes,,Yes,5534931,Yes,Strongly oppose,Illegal in all cases,France,,Once a week for Friday Prayer
Yes,Yes,,5534949,Yes,Oppose,Illegal in most cases,France,Never,
Yes,Yes,,5534983,Yes,Oppose,Legal in all cases,France,More than once a week,
Yes,Yes,,5535018,Yes,Strongly oppose,Illegal in all cases,France,Once a week,
Yes,Yes,Yes,5535022,Yes,Don't know (DO NOT READ),Legal in all cases,France,Never,
,Yes,Yes,5535122,Yes,Strongly oppose,Legal in most cases,France,A few times a year,
Yes,Yes,,5535155,Yes,Don't know (DO NOT READ),Legal in all cases,France,Seldom,
Yes,Yes,,5535183,Yes,Oppose,Legal in all cases,France,Seldom,
Yes,Yes,,5535185,Yes,Oppose,Illegal in all cases,France,Seldom,
Yes,Yes,Yes,5535305,Yes,Favor,Legal in most cases,France,Seldom,
Yes,,Yes,5535311,Yes,Strongly oppose,Legal in all cases,France,,Never
Yes,Yes,Yes,5535332,Yes,Strongly favor,Legal in most cases,France,Never,
Yes,Yes,,5535333,Yes,Strongly oppose,Illegal in all cases,France,Once or twice a month,
Yes,Yes,Yes,5535370,Yes,Favor,Legal in all cases,France,Never,
Yes,Yes,Yes,5535438,Yes,Favor,Legal in most cases,France,Seldom,
Yes,Yes,Yes,5535460,Yes,Favor,Legal in all cases,France,Never,
Yes,Yes,,5535464,Yes,Strongly favor,Legal in all cases,France,Seldom,
Yes,Yes,Yes,5535553,Yes,Favor,Legal in all cases,France,Never,
Yes,Yes,,5535566,Yes,Favor,Legal in most cases,France,Once or twice a month,
Yes,Yes,Yes,5535582,Yes,Favor,Legal in most cases,France,Never,
Yes,Yes,,5535598,Yes,Favor,Legal in most cases,France,Seldom,
Yes,,Yes,5535666,Yes,Favor,Legal in most cases,France,,Never
Yes,Yes,,5535672,Yes,Favor,Legal in most cases,France,Once or twice a month,
Yes,Yes,Yes,5535676,Yes,Strongly oppose,Illegal in all cases,France,Once a week,
Yes,,Yes,5535688,Yes,Oppose,Legal in most cases,France,,A few times a year especially for Eid
Yes,Yes,,5535693,Yes,Strongly oppose,Illegal in all cases,France,More than once a week,
,Yes,Yes,5535751,Yes,Oppose,Legal in most cases,France,Once a week,
Yes,Yes,,5535793,Yes,Favor,Legal in most cases,France,Seldom,
Yes,Yes,,5535832,Yes,Favor,Legal in all cases,France,Never,
Yes,Yes,,5535891,Yes,Strongly favor,Legal in most cases,France,A few times a year,
Yes,Yes,,5535894,Yes,Favor,Legal in all cases,France,Seldom,
Yes,Other / Both / Neither / Depends (DO NOT READ),,5535911,Yes,Oppose,Legal in all cases,France,Seldom,
Yes,Yes,,5535918,Yes,Oppose,Legal in most cases,France,Seldom,
Yes,Yes,,5535977,Yes,Favor,Legal in most cases,France,Seldom,
Yes,Yes,Yes,5535984,Yes,Favor,Legal in most cases,France,Never,
Yes,Yes,Yes,5535990,Yes,Favor,Legal in all cases,France,Never,
Yes,,Yes,5536021,Yes,Favor,Illegal in all cases,France,,Seldom
Yes,No,,5536032,Yes,Favor,Legal in most cases,France,Once or twice a month,
Yes,Yes,,5536061,Yes,Favor,Legal in all cases,France,A few times a year,
Yes,Yes,Yes,5536159,Yes,Favor,Legal in all cases,France,Never,
Yes,Yes,,5536192,Yes,Strongly favor,Legal in most cases,France,Seldom,
Yes,Yes,,5536203,Yes,Strongly oppose,Illegal in most cases,France,Never,
Yes,Yes,,5536252,No,Strongly oppose,Legal in most cases,France,A few times a year,
Yes,Yes,Yes,5536349,Yes,Favor,Illegal in most cases,France,Never,
Yes,Yes,,5536367,Yes,Favor,Legal in most cases,France,More than once a week,
Yes,Yes,,5536374,Yes,Favor,Illegal in most cases,France,Seldom,
Yes,Yes,Yes,5536393,Yes,Favor,Legal in most cases,France,Never,
Yes,Yes,,5536399,Yes,Favor,Legal in most cases,France,Once or twice a month,
Yes,Yes,,5536402,Yes,Oppose,Illegal in most cases,France,Once or twice a month,
Yes,Yes,Yes,5536496,Yes,Favor,Legal in most cases,France,Never,
Yes,Yes,,5536505,Yes,Favor,Legal in most cases,France,A few times a year,
Yes,Yes,,5536645,Yes,Favor,Illegal in most cases,France,Seldom,
Yes,Yes,,5536668,Yes,Strongly favor,Legal in most cases,France,Once a week,
,Yes,Yes,5536683,Yes,Strongly favor,Legal in all cases,France,Never,
Yes,Yes,,5536730,Yes,Strongly oppose,Illegal in all cases,France,Once a week,
Yes,Yes,,5536748,Yes,Favor,Legal in most cases,France,Once or twice a month,
Yes,Yes,Yes,5536778,Yes,Favor,Legal in most cases,France,Never,
Yes,Yes,,5536821,Yes,Oppose,Illegal in most cases,France,Seldom,
Yes,Yes,,5536838,Yes,Oppose,Legal in most cases,France,Once or twice a month,
Yes,Yes,Yes,5536936,Yes,Favor,Illegal in most cases,France,Never,
Yes,Yes,,5537036,Yes,Favor,Legal in most cases,France,More than once a week,
Yes,Yes,,5537053,Yes,Favor,Legal in most cases,France,A few times a year,
Yes,Yes,,5537066,Yes,Favor,Legal in most cases,France,Seldom,
Yes,Yes,,5537100,Yes,Favor,Legal in most cases,France,A few times a year,
Yes,Yes,,5537114,Yes,Strongly favor,Legal in all cases,France,Seldom,
Yes,Yes,Yes,5537143,Yes,Strongly favor,Legal in all cases,France,Never,
Yes,Yes,,5537169,Yes,Favor,Legal in most cases,France,A few times a year,
Yes,No,Yes,5537173,,Favor,Legal in most cases,France,Never,
No,No,Yes,5537177,Yes,Strongly favor,Legal in all cases,France,Never,
Yes,Yes,,5537182,Yes,Oppose,Illegal in most cases,France,Never,
Yes,Yes,,5537230,Yes,Favor,Legal in most cases,France,A few times a year,
Don't know (DO NOT READ),Other / Both / Neither / Depends (DO NOT READ),,5537255,Yes,Strongly oppose,Illegal in most cases,France,Once a week,
No,No,,5537275,Yes,Oppose,Illegal in most cases,France,Seldom,
Yes,,Yes,5537375,Yes,Strongly oppose,Illegal in most cases,France,,Once a week for Friday Prayer
Yes,Yes,,5537393,Yes,Favor,Legal in most cases,France,Once a week,
Yes,Yes,,5537400,Yes,Favor,Legal in most cases,France,Once or twice a month,
Yes,Yes,Yes,5537401,Yes,Strongly favor,Legal in all cases,France,Never,
Yes,Yes,Yes,5537410,Yes,Favor,Legal in all cases,France,Never,
Yes,Yes,,5537442,Yes,Favor,Legal in most cases,France,Seldom,
Yes,Yes,,5537466,Yes,Favor,Illegal in most cases,France,Once or twice a month,
Yes,Yes,Yes,5537503,Yes,Favor,Legal in all cases,France,Seldom,
Yes,No,Yes,5537539,Yes,Strongly favor,Legal in all cases,France,Never,
Yes,Yes,,5537583,Yes,Favor,Legal in most cases,France,Seldom,
Yes,Yes,Yes,5537594,Yes,Don't know (DO NOT READ),Legal in all cases,France,Never,
Yes,Yes,,5537650,Yes,Favor,Legal in most cases,France,Once or twice a month,
Yes,Yes,,5537661,Yes,Strongly favor,Legal in all cases,France,Seldom,
Yes,Yes,,5537668,Yes,Favor,Legal in most cases,France,Seldom,
Yes,Yes,,5537705,Yes,Favor,Legal in most cases,France,Seldom,
Yes,No,,5537734,Yes,Strongly favor,Legal in all cases,France,Seldom,
Yes,Yes,,5537762,Yes,Favor,Legal in most cases,France,Seldom,
Yes,Yes,,5537806,Yes,Favor,Legal in all cases,France,A few times a year,
Yes,Yes,Yes,5537819,,Favor,Legal in most cases,France,Never,
No,No,,5537847,Yes,Oppose,Illegal in most cases,France,Once or twice a month,
Yes,Yes,,5537861,Yes,Favor,Legal in most cases,France,Seldom,
Yes,Yes,,5537932,Yes,Favor,Legal in most cases,France,Seldom,
Yes,No,,5537987,Yes,Favor,Legal in most cases,France,Seldom,
Yes,Yes,,5537994,Yes,Strongly favor,Legal in most cases,France,Seldom,
Yes,Yes,Yes,5538035,Yes,Strongly favor,Legal in all cases,France,Seldom,
Yes,Yes,,5538057,Yes,Favor,Legal in most cases,France,A few times a year,
Yes,Yes,Yes,5538090,Yes,Strongly favor,Legal in all cases,France,Never,
Yes,Yes,,5538176,Yes,Favor,Legal in most cases,France,Once or twice a month,
Yes,Yes,Yes,5538199,Yes,Favor,Legal in most cases,France,Never,
Yes,Yes,,5538205,Yes,Favor,Legal in most cases,France,Once or twice a month,
Yes,Yes,Yes,5538232,Yes,Favor,Legal in all cases,France,Never,
No,Yes,Yes,5538244,Yes,Strongly favor,Legal in most cases,France,Never,
Yes,Yes,,5538300,Yes,Favor,Legal in most cases,France,Seldom,
Yes,Yes,,5538356,Yes,Oppose,Illegal in most cases,France,A few times a year,
Yes,Yes,,5538386,Yes,Favor,Legal in all cases,France,Once or twice a month,
Yes,Yes,,5538435,Yes,Favor,Legal in most cases,France,A few times a year,
Yes,Yes,,5538452,Yes,Strongly favor,Legal in most cases,France,A few times a year,
No,No,,5538465,No,Oppose,Illegal in most cases,France,Once or twice a month,
Yes,Yes,,5538468,Yes,Strongly oppose,Legal in all cases,France,Never,
Yes,Yes,,5538518,Yes,Favor,Legal in most cases,France,Never,
No,No,,5538519,No,Strongly favor,Legal in most cases,France,Seldom,
Yes,Yes,Yes,5538523,Yes,Favor,Legal in most cases,France,Never,
Yes,Yes,,5538524,Yes,Oppose,Illegal in most cases,France,Once a week,
Yes,Yes,,5538550,Yes,Favor,Legal in most cases,France,Seldom,
Yes,Yes,,5538568,Yes,Favor,Legal in all cases,France,Seldom,
Yes,Yes,Yes,5538603,Yes,Favor,Legal in most cases,France,Never,
Yes,Yes,Yes,5538620,Yes,Favor,Legal in all cases,France,Never,
Yes,Yes,,5538646,Yes,Favor,Legal in most cases,France,Seldom,
Yes,Yes,,5538727,Yes,Favor,Legal in most cases,France,A few times a year,
No,No,,5538842,Yes,Favor,Illegal in most cases,France,Once a week,
Yes,Yes,Yes,5538912,Yes,Favor,Legal in most cases,France,Never,
Yes,Yes,Yes,5538953,Yes,Strongly favor,Legal in most cases,France,Never,
Yes,Yes,,5538977,Yes,Favor,Legal in most cases,France,Once or twice a month,
Yes,Yes,,5538997,Yes,Favor,Legal in most cases,France,Seldom,
Yes,Yes,,5539025,Yes,Favor,Legal in most cases,France,Once or twice a month,
Yes,Yes,Yes,5539038,,Strongly favor,Legal in most cases,France,Never,
Yes,Yes,,5539053,Yes,Favor,Legal in most cases,France,Seldom,
Yes,Yes,Yes,5539054,Yes,Favor,Legal in most cases,France,Never,
Yes,Yes,,5539075,Yes,Favor,Legal in most cases,France,A few times a year,
Yes,Yes,,5539077,Yes,Favor,Legal in most cases,France,Seldom,
Yes,Yes,,5539094,Yes,Favor,Legal in most cases,France,Seldom,
Yes,Yes,,5539116,Yes,Strongly oppose,Illegal in most cases,France,Once a week,
Yes,Yes,Yes,5539119,Yes,Favor,Legal in most cases,France,Never,
Yes,Yes,,5539155,Yes,Strongly oppose,Legal in most cases,France,More than once a week,
Yes,Yes,,5539174,Yes,Favor,Legal in most cases,France,A few times a year,
Yes,Yes,,5539193,Yes,Favor,Legal in all cases,France,Once or twice a month,
Yes,Other / Both / Neither / Depends (DO NOT READ),,5539205,Yes,Oppose,Illegal in most cases,France,Once or twice a month,
Yes,Yes,,5539338,Yes,Favor,Legal in most cases,France,Never,
Yes,Yes,Yes,5539430,Yes,Favor,Legal in most cases,France,Never,
Yes,Yes,,5539451,Yes,Favor,Legal in most cases,France,A few times a year,
Yes,Yes,Yes,5539465,Yes,Favor,Legal in all cases,France,Never,
Yes,No,Yes,5539468,Yes,Strongly favor,Legal in all cases,France,Never,
Yes,Yes,,5539558,Yes,Strongly favor,Legal in all cases,France,Seldom,
Yes,Yes,Yes,5539610,,Strongly favor,Legal in most cases,France,Seldom,
Yes,Yes,,5539620,Yes,Oppose,Illegal in most cases,France,Once a week,
Yes,No,,5539627,Yes,Favor,Legal in most cases,France,Never,
Yes,Yes,,5539663,Yes,Oppose,Legal in most cases,France,Seldom,
Yes,Yes,,5539671,Yes,Strongly favor,Legal in all cases,France,Never,
Yes,Yes,No,5539684,Yes,Favor,Legal in most cases,France,A few times a year,
Yes,Yes,Yes,5539704,Yes,Favor,Legal in all cases,France,Never,
Yes,Yes,,5539734,Yes,Favor,Legal in most cases,France,A few times a year,
No,No,,5539737,Yes,Favor,Legal in all cases,France,Never,
Yes,Yes,,5539752,Yes,Favor,Legal in most cases,France,Once or twice a month,
Yes,Yes,,5539765,Yes,Strongly favor,Legal in most cases,France,Never,
Yes,Yes,Yes,5539774,Yes,Favor,Legal in most cases,France,Seldom,
Yes,Yes,,5539785,Yes,Oppose,Legal in all cases,France,A few times a year,
No,No,,5539808,No,Strongly favor,Legal in all cases,France,Seldom,
Yes,Yes,Yes,5539866,Yes,Favor,Legal in all cases,France,Never,
Yes,Yes,,5539883,Yes,Favor,Legal in most cases,France,A few times a year,
Yes,Yes,Yes,5539907,Yes,Favor,Legal in all cases,France,Never,
Yes,Yes,,5539912,Yes,Favor,Legal in most cases,France,Once or twice a month,
Yes,Yes,,5539992,Yes,Favor,Legal in most cases,France,Seldom,
Yes,,Yes,5540019,Yes,Favor,Legal in most cases,France,,A few times a year especially for Eid
Yes,Yes,,5540036,Yes,Favor,Legal in most cases,France,Once or twice a month,
Yes,Yes,Yes,5655631,Yes,Strongly oppose,Legal in all cases,France,Seldom,
Yes,No,,5655643,Yes,Oppose,Legal in all cases,France,Seldom,
Yes,Yes,,5655732,Yes,Don't know (DO NOT READ),Legal in all cases,France,Never,
Yes,Yes,,5655765,Yes,Strongly favor,Legal in all cases,France,Never,
Yes,Yes,Yes,5655868,Yes,Oppose,Legal in most cases,France,Never,
Yes,Yes,,5655885,Yes,Strongly favor,Legal in all cases,France,Never,
Yes,Yes,Yes,5655895,Yes,Favor,Legal in all cases,France,Never,
Yes,Yes,,5655946,Yes,Favor,Legal in most cases,France,Seldom,
Yes,Yes,Yes,5656107,Yes,Strongly favor,Legal in all cases,France,Seldom,
Yes,Yes,,5656123,Yes,Favor,Legal in all cases,France,A few times a year,
No,No,No,5656127,No,Oppose,Legal in most cases,France,Seldom,
Yes,Yes,,5656128,Yes,Favor,Legal in most cases,France,Seldom,
Yes,Yes,Yes,5656139,Yes,Favor,Legal in most cases,France,Never,
Yes,Yes,,5656173,Yes,Favor,Legal in most cases,France,Once or twice a month,
Yes,Yes,,5656202,Yes,Favor,Legal in most cases,France,A few times a year,
Yes,Yes,,5656217,Yes,Favor,Legal in most cases,France,Seldom,
Yes,Yes,,5656291,Yes,Oppose,Legal in most cases,France,A few times a year,
Yes,Yes,,5656371,Yes,Favor,Legal in all cases,France,A few times a year,
Yes,Yes,Yes,5656404,Yes,Strongly favor,Legal in all cases,France,Never,
Yes,Yes,,5656455,Yes,Favor,Legal in most cases,France,A few times a year,
Yes,Yes,,5656472,Yes,Strongly favor,Legal in all cases,France,Never,
Yes,Yes,Yes,5656579,Yes,Don't know (DO NOT READ),Legal in all cases,France,Never,
Yes,Yes,,5656626,Yes,Favor,Legal in all cases,France,Never,
Yes,Yes,Yes,5656678,Yes,Favor,Legal in all cases,France,More than once a week,
Yes,Yes,Yes,5656702,Yes,Strongly favor,Legal in all cases,France,Never,
Yes,Yes,Yes,5656707,Yes,Favor,Legal in all cases,France,Never,
Yes,Yes,,5656763,Yes,Favor,Legal in most cases,France,A few times a year,
Yes,Yes,,5656767,Yes,Favor,Legal in all cases,France,Seldom,
Yes,Yes,,5656768,Yes,Favor,Legal in most cases,France,Once or twice a month,
Yes,Yes,,5656785,Yes,Oppose,Illegal in most cases,France,Never,
Yes,Yes,,5656831,Yes,Favor,Legal in all cases,France,A few times a year,
Yes,Yes,,5656833,Yes,Favor,Legal in all cases,France,Never,
Yes,Yes,,5656871,Yes,Strongly favor,Legal in all cases,France,Never,
No,No,,5656900,Yes,Favor,Legal in most cases,France,Once a week,
Yes,Other / Both / Neither / Depends (DO NOT READ),,5656960,Yes,Favor,Illegal in all cases,France,Seldom,
Yes,Yes,Yes,5656964,Yes,Favor,Legal in most cases,France,Never,
Yes,Yes,Yes,5657016,Yes,Strongly favor,Legal in all cases,France,Never,
Yes,Yes,Yes,5657078,Yes,Favor,Legal in most cases,France,Never,
Yes,Yes,,5657167,Yes,Don't know (DO NOT READ),Legal in most cases,France,A few times a year,
Yes,No,,5657199,Yes,Oppose,Illegal in all cases,France,Once or twice a month,
Yes,Yes,Yes,5657307,Yes,Oppose,Legal in all cases,France,Seldom,
Yes,Yes,Yes,5657316,Yes,Strongly favor,Legal in all cases,France,Never,
Yes,No,Yes,5657481,Yes,Oppose,Legal in most cases,France,Seldom,
Yes,Yes,Yes,5657486,Yes,Favor,Legal in most cases,France,Seldom,
Yes,Yes,Yes,5657495,Yes,Favor,Legal in all cases,France,Never,
Yes,Yes,,5657512,Yes,Strongly favor,Legal in most cases,France,Once or twice a month,
Yes,Yes,,5657519,Yes,Favor,Legal in most cases,France,Seldom,
Yes,Yes,,5657675,Yes,Favor,Legal in all cases,France,Seldom,
Yes,Yes,,5657677,Yes,Favor,Legal in all cases,France,Never,
Yes,Yes,,5657680,Yes,Oppose,Legal in all cases,France,A few times a year,
Yes,Yes,,5657779,Yes,Strongly favor,Legal in all cases,France,Once a week,
Yes,,Yes,5657830,Yes,Oppose,Illegal in most cases,France,,Seldom
Yes,Yes,,5657968,Yes,Favor,Legal in most cases,France,Once a week,
Yes,Yes,Yes,5657974,Yes,Strongly favor,Legal in most cases,France,Never,
,Yes,Yes,5658003,Yes,Strongly favor,Legal in most cases,France,Seldom,
Yes,Yes,Yes,5658022,,Strongly oppose,Legal in all cases,France,Once a week,
Don't know (DO NOT READ),No,,5658082,Yes,Favor,Legal in all cases,France,Never,
Yes,Yes,Yes,5658178,Yes,Favor,Legal in most cases,France,Never,
Yes,Yes,Yes,5658242,,Strongly favor,Legal in all cases,France,Never,
Yes,Yes,,5658258,Yes,Favor,Legal in most cases,France,Seldom,
No,Yes,,5658276,Yes,Strongly oppose,Illegal in most cases,France,Once or twice a month,
Yes,Yes,Yes,5658299,Yes,Favor,Legal in all cases,France,Never,
Yes,Yes,Yes,5658320,Yes,Favor,Legal in most cases,France,Never,
Yes,Yes,,5658455,Yes,Strongly favor,Legal in most cases,France,Never,
Yes,Yes,,5658468,Yes,Don't know (DO NOT READ),Legal in all cases,France,Seldom,
Yes,Yes,Yes,5658554,Yes,Favor,Legal in most cases,France,Seldom,
,Yes,Yes,5658556,Yes,Favor,Legal in all cases,France,Never,
Yes,Yes,,5658674,Yes,Favor,Legal in most cases,France,Seldom,
No,No,Yes,5658883,Yes,Strongly favor,Legal in all cases,France,Seldom,
Yes,Yes,,5658886,Yes,Don't know (DO NOT READ),Legal in all cases,France,Never,
Yes,Yes,,5658941,Yes,Favor,Legal in most cases,France,A few times a year,
Yes,Yes,Yes,5659009,Yes,Strongly favor,Legal in all cases,France,Never,
Yes,Yes,,5659035,Yes,Favor,Legal in most cases,France,A few times a year,
Yes,Yes,Yes,5659050,Yes,Favor,Legal in most cases,France,Never,
Yes,Yes,Yes,5659058,Yes,Favor,Illegal in all cases,France,Seldom,
Yes,Yes,,5659064,Yes,Favor,Legal in most cases,France,Seldom,
Yes,Yes,Yes,5659118,Yes,Favor,Legal in most cases,France,Never,
Yes,Yes,,5659133,Yes,Favor,Legal in most cases,France,Once or twice a month,
Yes,Yes,,5659193,Yes,Favor,Legal in most cases,France,A few times a year,
Yes,Yes,Yes,5659262,Yes,Strongly favor,Legal in all cases,France,A few times a year,
Yes,,Yes,5659348,Yes,Oppose,Legal in all cases,France,,Never
Yes,Yes,Yes,5659412,Yes,Refused (DO NOT READ),Refused (DO NOT READ),France,Never,
Yes,Yes,,5659444,Yes,Oppose,Illegal in most cases,France,Once or twice a month,
Yes,Yes,,5659490,Yes,Favor,Legal in all cases,France,Never,
Yes,Yes,,5659590,Yes,Strongly favor,Legal in all cases,France,Seldom,
Yes,Yes,,5659593,Yes,Favor,Legal in all cases,France,Seldom,
Yes,Yes,Yes,5659658,Yes,Favor,Legal in most cases,France,Seldom,
Yes,Yes,Yes,5659726,Yes,Strongly oppose,Illegal in most cases,France,Once a week,
Yes,Yes,Yes,5659783,,Oppose,Illegal in most cases,France,Once or twice a month,
Yes,,Yes,5659832,Don't know (DO NOT READ),Favor,Legal in all cases,France,,Never
Yes,Yes,Yes,5659834,Yes,Strongly favor,Legal in most cases,France,Never,
Yes,No,Yes,5659906,Yes,Strongly favor,Legal in all cases,France,Never,
Yes,Yes,Yes,5659953,Yes,Strongly favor,Legal in most cases,France,Never,
Yes,Yes,Yes,5659985,Yes,Strongly favor,Legal in all cases,France,Never,
Yes,Yes,,5660018,Yes,Strongly favor,Legal in all cases,France,Never,
Yes,Yes,Yes,5660023,Yes,Favor,Legal in all cases,France,Never,
Yes,Yes,Yes,5660025,Yes,Favor,Legal in all cases,France,Never,
Yes,Yes,Yes,5660044,Yes,Favor,Legal in all cases,France,Never,
Yes,,Yes,5660062,Yes,Don't know (DO NOT READ),Legal in most cases,France,,Never
Yes,Yes,,5660064,Yes,Oppose,Legal in most cases,France,Seldom,
Yes,Yes,Yes,5660223,Yes,Strongly favor,Legal in most cases,France,Never,
Yes,No,,5660300,Yes,Favor,Legal in most cases,France,Once or twice a month,
Yes,Yes,,5660394,Yes,Favor,Legal in all cases,France,Seldom,
Yes,Yes,Yes,5660440,,Oppose,Legal in most cases,France,Once or twice a month,
Yes,Yes,Yes,5660483,Yes,Strongly favor,Legal in all cases,France,Never,
Yes,Yes,,5660489,Yes,Favor,Legal in most cases,France,Seldom,
Yes,Yes,,5701706,Yes,Favor,Legal in all cases,France,Seldom,
No,No,,5701728,Yes,Favor,Illegal in most cases,France,A few times a year,
Yes,Yes,,5701734,Yes,Favor,Legal in most cases,France,Seldom,
Yes,Yes,Yes,5701757,Yes,Strongly favor,Legal in all cases,France,Never,
No,No,,5701861,Yes,Favor,Legal in most cases,France,A few times a year,
